Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned Review
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Jakarta Timur,299000,4.9,9798,5559,1,"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Negative,Sadness,"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech"
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Jakarta Pusat,230000,4.9,1408,721,1,"Sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 X ongkos kirim....SANGAT MENGECEWAKAN",Negative,Anger,"sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolakbalik 2 kali, saya harus nanggung 6 x ongkos kirim....sangat mengecewakan"
Computers and Laptops,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,Jakarta Utara,66000,4.8,2702,882,1,"Kualitas chargeran jelek bangettt, baru tiga Hari pakai sudah rusakk",Negative,Anger,"kualitas chargeran jelek bangettt, baru tiga hari pakai sudah rusakk"
Computers and Laptops,Charger Adaptor Laptop Acer Aspire E14 E5-421 E5-431 E5-471 E5-475G,Jakarta Pusat,55000,4.9,2010,970,1,"Pelayanan toko jelek, proses barang lambat, di chat tidak menjawab, barang rata-rata",Negative,Anger,"pelayanan toko jelek, proses barang lambat, di chat tidak menjawab, barang ratarata"
Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,4.8,13900,6671,1,"Barang Rusak , Ga Guna Sama Sekali ... Parah",Negative,Anger,"barang rusak , ga guna sama sekali ... parah"
Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3225,1528,3,"cepet rusak, kadang konek kadang engga",Negative,Anger,"cepet rusak, kadang konek kadang engga"
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,1829,3,"barang gajelas lama sampai, kotak penyok�",Negative,Anger,"barang gajelas lama sampai, kotak penyok"
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",Negative,Anger,"setelah dicek tidak utuh 32gb. kok bisa ya???!!.. kemana sisa 3gb nya masmba???krn lagi butuh, yaudahlah cukup tau beli disini. pertama dan terakhir beli disini."
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,Pesanan Saya TIDAK SAMPAI KE ALAMAT!!! SAYA MAU UANG SAYA KEMBALI!! SAYA BELUM MENERIMA PESANAN SAYA,Negative,Anger,pesanan saya tidak sampai ke alamat!!! saya mau uang saya kembali!! saya belum menerima pesanan saya
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,beli kemasan baru di kirim kemasan lama ! BINTANG 1 KON%TL,Negative,Anger,beli kemasan baru di kirim kemasan lama ! bintang 1 kontl
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",Negative,Anger,"anjing ternyata palsu ini barang bangsat2 awas ketipu oi, yang asli ada segel distributor nya"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,BARANG KW JANGAN BELI DISINI,Negative,Anger,barang kw jangan beli disini
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,buruk,Negative,Anger,buruk
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,1,barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,Negative,Anger,barang bosok! sekali pake rusak.. mau claim dijawab berbelit ama adminnya
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",Negative,Anger,"chat tidak di balas, kuota yang di janjikan 50gb nya tidak masuk, hancur la parah parah"
Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,Jakarta Barat,129000,4.9,13300,5723,1,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,Negative,Anger,ga dikasih adaptor gepeng nya. ketipu saya
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,jir sehari pake udah rusak :( quality control dong yg bener ahelah,Negative,Anger,jir sehari pake udah rusak quality control dong yg bener ahelah
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5.0,6449,2425,1,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",Negative,Anger,"ini gmn, ssd nya gak bisa di pake.... sy minta ganti..."
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah.",Negative,Anger,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi cs nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah."
Computers and Laptops,Vention High Speed USB 3.0 Hub for Windows Mac Linux - CHK 0.15 Meter,Jakarta Barat,119500,4.9,10200,5373,1,tidak sesuai gambar.... Janggan percaya ama Seller ini penipu..... kualitas jelek.....,Negative,Anger,tidak sesuai gambar.... janggan percaya ama seller ini penipu..... kualitas jelek.....
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,69900,4.3,5108,2852,1,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah",Negative,Anger,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah"
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,Jakarta Barat,149000,4.9,2022,1193,1,l2 r2 trigger nya ampas macam ***,Negative,Anger,l2 r2 trigger nya ampas macam
Computers and Laptops,"Samsung MicroSD Evo Plus 32GB 64GB 128GB 256GB 512GB 1TB Memory card - 64 gb, MicroSD Only",Jakarta Pusat,121000,4.9,9298,5206,1,jelek,Negative,Anger,jelek
Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi",Jakarta Barat,1509000,4.9,2487,943,1,"Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",Negative,Anger,"barang sampah ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di tong sampah. sangat mengecewakan, admin tidak merespon sama sekali chat saya. lihat barang yg dikirimkan, ada dead pixel, lalu layar monitornya kebalik. sangat mengecewakan. catatan buat temanteman yg ingin beli, monitor ini tidak ada audiospeakernya, kualitas layar juga kurang baik. jika ada rejeki lebih, belilah dengan merek yg bagus. saya sangat menyesal belanja di sini. saya tidak merekomendasikan belanja disini."
Computers and Laptops,Prolink PRT7011L Portable 4G LTE Modem WiFi Mifi Hotspot - Plus PTC21801,Jakarta Utara,1040000,4.9,444,251,1,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",Negative,Anger,"tidak jujur dan kelihatan kalau memaksakan barang terjual. barang dikirim tidak sesuai pesanan. dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto ditawarkan memang sebenarnya mungkin tidak ada."
Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,Jakarta Timur,699000,5.0,8059,4581,1,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",Negative,Anger,"beli tgl 9. pesanan selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi sangat tidak membantu, chat hari ini bales besok.da dibales gk di jawab2 lagi"
Computers and Laptops,Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,Jakarta Pusat,499000,4.9,2200,1358,1,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",Negative,Anger,"gua beli dapetnya v2, di desc gada penjelasan mengenai versi, bagusan v1 apalagi rgbnya rgb v2 bener bener cuma red green blue sisa warnanya gaguna switch puller gadapet rgb redup pula ngga ada pemberitahuan mengenai versi keyboardnya bener2 kecewa kapok beli da ambil ae vrtx v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya"
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,2249,1,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",Negative,Anger,"belanja dari official store, kondisi barang diterima seperti sampah dan barang rongsokan. terima kasih."
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,Jakarta Pusat,89000,4.8,2281,1289,1,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,Negative,Anger,ngaco banget pesen mouse tapi gak lengkap. gak ada penutup batre sama bluetoothnya
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,Jakarta Utara,89000,4.9,293,124,1,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,Negative,Anger,barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.olshop emang keras
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Jakarta Selatan,345000,4.9,8233,2821,1,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",Negative,Anger,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai"
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",Negative,Anger,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar 1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya."
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,Quality barang jelek. baut lepas terus,Negative,Anger,quality barang jelek. baut lepas terus
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,BANYAKK RUSAKK DAN LECET NYAAAA !!!!,Negative,Anger,banyakk rusakk dan lecet nyaaaa !!!!
Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,Kota Tangerang,45000,4.9,1271,449,1,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",Negative,Anger,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative,Anger,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,barang rusak di kirim,Negative,Anger,barang rusak di kirim
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B",Kab.�Bekasi,300000,4.8,729,429,1,"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,"gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih !"
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,6179,4182,1,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,Negative,Anger,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver.
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,4765,1,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,Negative,Anger,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,999000,4.9,10900,4755,1,"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",Negative,Anger,"barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone jbl! dan penukaran barang butuh 4hari kerja! sungguh lama"
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3186,1525,5,Bagus banget keyboardnya. Packing sangat aman karena double kardus. Warna juga keren.,Positive,Love,bagus banget keyboardnya. packing sangat aman karena double kardus. warna juga keren.
Computers and Laptops,Samoon Ace USB Cooling pad / Coolpad / Cooler / Kipas Pendingin Laptop,Kota Malang,46000,4.7,1311,500,5,"AAAA BAGUS BANGET PENGIRIMANNYA CEPATT DAN AMAN JUGA PACKAGING NYA, BISA NYALA JUGA TDI UDH DICOBA,, BELI DGN HARGA RP0 SENENGGGBANGETT",Positive,Love,"aaaa bagus banget pengirimannya cepatt dan aman juga packaging nya, bisa nyala juga tdi udh dicoba,, beli dgn harga rp0 senengggbangett"
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Jakarta Pusat,230000,4.9,1408,721,5,"Terima Kasihh Boss, Mantappss.. Smoga Lancarr n Berkah Rezekinya..Smngttt Boss ??????",Positive,Love,"terima kasihh boss, mantappss.. smoga lancarr n berkah rezekinya..smngttt boss ??????"
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,5.0,2716,1843,5,barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr,Positive,Love,barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,1651,5,"mantap bgt, kualitas beneran sama kaya webcam sejutaan",Positive,Love,"mantap bgt, kualitas beneran sama kaya webcam sejutaan"
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,1651,5,"sampai dengan selamat, mulus dan berfungsi sempurna. Seller mau sabar dikonsultasikan dan mengemas dengan aman. Recommended",Positive,Love,"sampai dengan selamat, mulus dan berfungsi sempurna. seller mau sabar dikonsultasikan dan mengemas dengan aman. recommended"
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,1829,5,"Proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! Terima kasih.",Positive,Love,"proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! terima kasih."
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,5,"Penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",Positive,Love,"penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????...."
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,813,5,"Selamat Siang Bos, pesanan sudah saya terima. Belum di Pasang / di Coba. Packing sangat RAPI dan aman. Product MANTAP. Pokoknya TOP MARKOTOP. PELAYANAN sangat OKE. TOKO sangat RECOMENDED sekali. Makasih banyak atas semuanya. Salam Sukses, Sehat dan Sejahtera Selalu. Aamiin",Positive,Love,"selamat siang bos, pesanan sudah saya terima. belum di pasang di coba. packing sangat rapi dan aman. product mantap. pokoknya top markotop. pelayanan sangat oke. toko sangat recomended sekali. makasih banyak atas semuanya. salam sukses, sehat dan sejahtera selalu. aamiin"
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,813,5,Recommended Seller??????,Positive,Love,recommended seller??????
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,813,5,TOP BGT,Positive,Love,top bgt
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,813,5,"Asli samsung, pelayanan sangat baik",Positive,Love,"asli samsung, pelayanan sangat baik"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,5,mantap laptop jd adem ga cpt panas ????,Positive,Love,mantap laptop jd adem ga cpt panas ????
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,5,"Memory sdh sy pasang. Ada 4 keping 8 GB DDR3, semua berfungsi dg baik. Pengiriman lumayan cepat. Recommended seller. ??",Positive,Love,"memory sdh sy pasang. ada 4 keping 8 gb ddr3, semua berfungsi dg baik. pengiriman lumayan cepat. recommended seller. ??"
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",Positive,Love,"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe"
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,MANTAB. RESPON CEPAT. PESANAN TIDAK MENGECEWAKAN. REKOMENDED BUAT BELANJA SPARE PART. TERIMA KASIH ATAS KERJA SAMANYA,Positive,Love,mantab. respon cepat. pesanan tidak mengecewakan. rekomended buat belanja spare part. terima kasih atas kerja samanya
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"recommended, fast print fast response",Positive,Love,"recommended, fast print fast response"
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"Gila...pengiriman cepet banget..dr surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????Ma kasih Gan..thanks toped",Positive,Love,"gila...pengiriman cepet banget..dr surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????ma kasih gan..thanks toped"
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",Positive,Love,"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu"
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Positive,Love,"recommended seller!! respon cepat, pengiriman cukup cepat..."
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,5909,3972,5,Earcupnya lembut. Best value headset. Sound mantap. Nyaman dan praktis tinggal plug and play. mantaaaap laaah buat gamer,Positive,Love,earcupnya lembut. best value headset. sound mantap. nyaman dan praktis tinggal plug and play. mantaaaap laaah buat gamer
Computers and Laptops,RAM KINGSTON HYPERX FURY DDR4 8GB 2666MHz 21300 GAMING RAM PC DDR4 8GB,Jakarta Selatan,425000,4.9,5145,1970,5,"Respon cepat, barang original terbaik recomended packing baik. Sukses selalu ya",Positive,Love,"respon cepat, barang original terbaik recomended packing baik. sukses selalu ya"
Computers and Laptops,Razer Hammerhead Pro V4,Jakarta Barat,975000,4.9,5909,3972,5,Kualitas Suara OK banget apalagi dengan harga yang terjangkau Barang pun dijamin ori karena sudah terdaftar di Website Razer langsung Pokoknya bagus lah bassnya juga kerasa,Positive,Love,kualitas suara ok banget apalagi dengan harga yang terjangkau barang pun dijamin ori karena sudah terdaftar di website razer langsung pokoknya bagus lah bassnya juga kerasa
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,Jakarta Selatan,195000,4.9,5421,3396,5,"10/10, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this.",Positive,Love,"1010, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this."
Computers and Laptops,Antivirus Kaspersky Total Security 1 Device 1 Tahun - 1 Device 1 Th,Jakarta Barat,125000,5.0,4503,1854,5,"Mantaaap. Tanggap banget, fast respon. Juossssssss",Positive,Love,"mantaaap. tanggap banget, fast respon. juossssssss"
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,Jakarta Selatan,195000,4.9,5421,3396,5,"Barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh",Positive,Love,"barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh"
Computers and Laptops,Logitech Wireless Mouse & Keyboard Bundle Combo MK220 - Hitam,Jakarta Barat,235000,4.8,7713,2978,5,mantappppp. recommended keyboard ma mousenya ????????????,Positive,Love,mantappppp. recommended keyboard ma mousenya ????????????
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,Jakarta Pusat,1299000,4.9,927,571,5,mantab minnn pengiriman jam 5 sore masih di gasss ????,Positive,Love,mantab minnn pengiriman jam 5 sore masih di gasss ????
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,Jakarta Barat,399000,5.0,3941,2281,5,Mantap banget kualitasnya gak usah diragukan lagi,Positive,Love,mantap banget kualitasnya gak usah diragukan lagi
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,Jakarta Barat,399000,5.0,3941,2281,5,"Cakep produk nya, rekomen banget nih, sesuai deskripsi",Positive,Love,"cakep produk nya, rekomen banget nih, sesuai deskripsi"
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,Jakarta Barat,399000,5.0,3941,2281,5,"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 10/10",Positive,Love,"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 1010"
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,Jakarta Pusat,1299000,4.9,927,571,5,"As always gapernah gagal belanja sini, thanks ggs",Positive,Love,"as always gapernah gagal belanja sini, thanks ggs"
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,Jakarta Pusat,1299000,4.9,927,571,5,"cakep bet dah, mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya",Positive,Love,"cakep bet dah, mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya"
